EmployeeID,EmployeeName,Age,Years_of_Experience,Department,Monthly_Salary,Income_Tax,PF_Contribution,Insurance_Deduction,Other_Deductions,Net_Salary,Rent_Expense,Grocery_Expense,EMI_or_Loan_Payment,Entertainment_Expense,Other_Expenses,Total_Expenditure,Savings_Amount,Investments,Class,Expense_Ratio,Savings_Ratio,Investment_Ratio,EMI_Ratio,Disposable_Income,Financial_Cushion,Debt_Burden_Index,Investment_to_Savings_Ratio,Financial_Health
EMP01029,Shruti Ahuja,45,16,Sales,69362,1936,4162,2016,1766,59482,5926,9894,0,8118,5425,29363,4624,3272,Medium,0.4936451363437679,0.0777378030328502,0.055008237786221,0.0,30119,0.16,0.0,0.707,1
EMP01030,Sai Vivaan Deshmukh,39,17,IT,126348,8952,7581,2357,1738,105720,0,14163,32746,19941,8775,75625,4755,4788,Low,0.7153329549754067,0.044977298524404,0.0452894438138479,0.309742716609913,30095,0.06,0.259,1.007,0
EMP01031,Rakesh Narang,59,30,Operations,95000,4500,5700,1953,1826,81021,0,15145,16671,6991,5234,44041,18319,4197,Medium,0.5435751224991052,0.2261018748225768,0.0518013848261561,0.2057614692487133,36980,0.42,0.175,0.229,1
EMP01032,Nikhil Banerjee,46,26,Operations,95000,4500,5700,1670,1706,81424,0,13416,0,2537,3969,19922,42089,3173,Medium,0.2446698762035763,0.5169114757319709,0.0389688543918255,0.0,61502,2.11,0.0,0.075,1
EMP01033,Deepak Maheshwari,30,3,Marketing,52936,980,3176,1160,1797,45823,10363,7455,0,2446,2087,22351,9287,3283,Medium,0.487768151365035,0.2026711476769307,0.0716452436549331,0.0,23472,0.42,0.0,0.353,1
EMP01034,Pankaj Jain,32,8,Data Science,117960,7694,7078,3089,1494,98605,0,10940,24112,8165,5730,48947,22970,5965,Medium,0.4963947061508037,0.2329496475837939,0.0604938897621824,0.2445312103848689,49658,0.47,0.204,0.26,1
EMP01035,Rohit Mohanty,46,24,Sales,85000,3500,5100,1901,1554,72945,0,11995,23229,4108,4760,44092,13314,2851,Medium,0.6044554116114881,0.182521077524162,0.0390842415518541,0.3184454040715607,28853,0.3,0.273,0.214,1
EMP01036,Vaishnavi Saini,35,9,Operations,63686,1518,3821,1384,1615,55348,13608,8276,8475,4281,3319,37959,839,480,Low,0.6858242393582424,0.0151586326515863,0.008672400086724,0.1531220640312206,17389,0.02,0.133,0.571,0
EMP01037,Nikhil Purohit,34,7,Finance,87463,3746,5248,1729,1437,75303,0,10394,0,4410,3607,18411,20721,6129,High,0.2444922513047289,0.2751683199872515,0.0813911796342775,0.0,56892,1.13,0.0,0.296,2
EMP01038,Divya Wadhwa,54,23,IT,141596,11653,8496,2839,1175,117433,24573,14695,8221,4006,4224,55719,37631,3847,Medium,0.4744748069111749,0.3204465525022779,0.0327591051918966,0.0700058756908194,61714,0.68,0.058,0.102,1
EMP01039,Yuvraj Pallavi Goel,47,25,Sales,82043,3204,4923,1616,1212,71088,18400,11279,3068,4756,3065,40568,12533,2793,Medium,0.5706729687148323,0.1763026108485257,0.0392893315327481,0.0431577762772901,30520,0.31,0.037,0.223,1
EMP01040,Komal Narang,54,35,Operations,95000,4500,5700,1891,1181,81728,18576,9068,2760,6815,4386,41605,14896,4025,Medium,0.5090666601409554,0.1822631166797181,0.049248727486296,0.0337705559906029,40123,0.36,0.029,0.27,1
EMP01041,Rakesh Ahuja,47,21,Operations,82659,3266,4960,1484,1289,71660,13534,10001,0,1693,2953,28181,27078,2536,High,0.3932598381244767,0.377867708624058,0.0353893385431202,0.0,43479,0.96,0.0,0.094,2
EMP01042,Deepak Prateek Pradhan,38,16,Cyber Security,148250,12983,8895,2571,1296,122505,0,17856,27951,2771,3393,51971,42329,5072,Medium,0.4242357454797763,0.3455287539284111,0.0414023917391126,0.2281621158320068,70534,0.81,0.189,0.12,1
EMP01043,Sanya Sharma,41,24,HR,69898,1990,4194,1639,1191,60884,0,9314,17894,4066,3904,35178,9932,3410,Low,0.5777872675908284,0.163129886341239,0.0560081466395112,0.2939031601077458,25706,0.28,0.256,0.343,0
EMP01044,Rohit Parmar,33,12,Operations,71319,2132,4279,1381,1761,61766,0,10838,0,1916,3072,15826,2938,130,Medium,0.2562251076644108,0.0475666224136256,0.0021047178059126,0.0,45940,0.19,0.0,0.044,1
EMP01045,Tarun Pillai,48,21,Cyber Security,159124,15158,9547,3028,2090,129301,48567,21947,0,21609,10360,102483,4939,3717,Low,0.7925924780164113,0.0381976937533352,0.0287468774410097,0.0,26818,0.05,0.0,0.752,0
EMP01046,Siddharth Bajaj,58,32,Marketing,90000,4000,5400,1705,1758,77137,24868,13565,0,12207,6263,56903,2705,2229,Low,0.7376874910872863,0.0350674773455021,0.0288966384484747,0.0,20234,0.05,0.0,0.824,0
EMP01047,Tanvi Shinde,40,14,Sales,68306,1831,4098,2003,1954,58420,14195,9716,0,3858,2903,30672,11187,2856,Medium,0.5250256761383088,0.1914926395070181,0.048887367339952,0.0,27748,0.36,0.0,0.255,1
EMP01048,Manish Narang,47,27,Sales,81237,3124,4874,1709,2088,69442,19517,10090,4214,7651,5038,46510,11135,1792,Medium,0.6697675758186689,0.1603496443074796,0.0258057083609343,0.0606837360675095,22932,0.24,0.052,0.161,1
EMP01049,Khushi Karan Trivedi,30,5,Marketing,61564,1412,3694,2002,1757,52699,13033,6523,3801,2883,3428,29668,472,920,Low,0.5629708343611833,0.0089565266893109,0.017457636767301,0.0721266058179472,23031,0.02,0.062,1.945,0
EMP01050,Anurag Pradhan,59,31,IT,150000,13333,9000,3567,1595,122505,0,20030,36051,7577,8102,71760,19467,5720,Low,0.5857720093057426,0.1589077996816456,0.0466919717562548,0.2942818660462838,50745,0.27,0.24,0.294,0
EMP01051,Kunal Reddy,60,25,IT,148244,12982,8895,2256,1368,122743,0,18503,27773,15726,10210,72212,10100,7412,Low,0.5883186821244388,0.0822857515296188,0.0603863356769836,0.226269522498228,50531,0.14,0.187,0.734,0
EMP01052,Lokesh Singh,39,16,Operations,81822,3182,4909,1471,821,71439,0,8498,14119,1327,1862,25806,28789,3521,Medium,0.3612312602360055,0.4029871638740744,0.0492868041265975,0.1976371449768333,45633,1.12,0.173,0.122,1
EMP01053,Ravi Porwal,27,2,IT,80000,3000,4800,1354,2012,68834,0,9814,0,11812,5839,27465,5666,4086,Medium,0.3990033994828137,0.0823139727460266,0.0593601999012116,0.0,41369,0.21,0.0,0.721,1
EMP01054,Ashish Goel,38,16,Operations,79349,2935,4761,1414,1016,69223,18532,12713,0,1873,4420,37538,186,510,Medium,0.5422764110194589,0.0026869682042095,0.0073674934631553,0.0,31685,0.0,0.0,2.727,1
EMP01055,Rahul Ayush Mathew,52,25,Operations,95000,4500,5700,1796,1140,81864,5019,13825,0,5243,3399,27486,11848,24160,Medium,0.3357519788918205,0.1447278412977621,0.2951236196618782,0.0,54378,0.43,0.0,2.039,1
EMP01056,Rupal Kapoor,42,17,Customer Support,53131,990,3188,943,2049,45961,11221,8050,3488,1642,3031,27432,206,903,Medium,0.596853854354779,0.0044820608777006,0.0196470920998237,0.0758904288418441,18529,0.01,0.066,4.362,1
EMP01057,Abhishek Rajput,29,6,Product Management,134953,10324,8097,3996,1148,111388,0,11656,0,8267,3500,23423,24822,35539,High,0.2102829748267317,0.2228426760512802,0.3190559126656372,0.0,87965,1.06,0.0,1.432,2
EMP01058,Ishaan Aakash Sharma,33,12,Marketing,71775,2178,4306,2028,2066,61197,21141,9660,0,8645,6107,45553,2967,2512,Low,0.7443665539160417,0.0484827687631746,0.0410477637792702,0.0,15644,0.07,0.0,0.846,0
EMP01059,Shruti Wadhwa,23,2,IT,84277,3428,5057,2161,1570,72061,0,8009,0,6142,2924,17075,14212,17396,High,0.2369520267551102,0.1972217981987482,0.2414065860867875,0.0,54986,0.83,0.0,1.224,2
EMP01060,Vivaan Atharv Pillai,23,2,Finance,73654,2365,4419,2143,1251,63476,0,6707,2033,4918,2310,15968,31432,3821,Medium,0.2515596445900813,0.4951792803579306,0.0601959795828344,0.0320278530468208,47508,1.97,0.028,0.122,1
EMP01061,Palak Joshi,22,3,Finance,78161,2816,4690,1697,1231,67727,0,7415,0,12923,4639,24977,5191,4312,Medium,0.368789404521092,0.0766459462252868,0.0636673704726327,0.0,42750,0.21,0.0,0.831,1
EMP01062,Siddharth Bose,22,2,HR,46361,651,2782,1004,770,41154,0,4090,4827,3667,2007,14591,9042,8224,High,0.3545463381445303,0.2197113281819507,0.1998347669728337,0.1172911503134567,26563,0.62,0.104,0.909,2
EMP01063,Nikita Deshmukh,23,2,Data Science,95049,4505,5703,1743,985,82113,18779,10100,0,4375,3653,36907,27342,2732,High,0.4494659798083129,0.3329801614847831,0.0332712238013469,0.0,45206,0.74,0.0,0.1,2
EMP01064,Akash Kumawat,26,2,Operations,55264,1097,3316,824,1474,48553,0,4282,11116,3406,2248,21052,15334,2900,Medium,0.4335880378143472,0.3158198257574197,0.0597285440652482,0.2289456882169999,27501,0.73,0.201,0.189,1
EMP01065,Rohan Mundra,30,6,IT,97526,4753,5852,1428,1262,84231,0,13750,18417,4916,4608,41691,12768,12488,Medium,0.4949602877800335,0.1515831463475442,0.148258954541677,0.2186487160309149,42540,0.31,0.189,0.978,1
EMP01066,Shubham Bhatia,50,19,Customer Support,54021,1034,3241,1116,1712,46918,3351,7202,5059,1781,2012,19405,18346,1928,Medium,0.4135939298350313,0.3910226352359435,0.0410929707148642,0.1078264205635363,27513,0.95,0.094,0.105,1
EMP01067,Mansi Goel,49,24,Sales,82486,3249,4949,2020,1127,71141,0,10475,16111,4433,2891,33910,15260,3612,Medium,0.4766590292517676,0.2145035914592148,0.0507724097215389,0.2264657511139849,37231,0.45,0.195,0.237,1
EMP01068,Vikram Swain,48,25,Sales,81178,3118,4871,1425,1983,69781,18442,12415,3145,5225,3923,43150,12954,2493,Medium,0.6183631647583153,0.1856379243633653,0.0357260572362104,0.045069574812628,26631,0.3,0.039,0.192,1
EMP01069,Shubham Yadav,22,2,Marketing,51129,890,3068,962,1178,45031,0,5345,0,4323,2033,11701,14338,3448,Medium,0.2598432191157203,0.3184028780173658,0.0765694743621061,0.0,33330,1.23,0.0,0.24,1
EMP01070,Sakshi Ghosh,23,3,IT,82529,3253,4952,1368,1144,71812,0,8791,0,5919,3031,17741,20727,5277,High,0.2470478471564641,0.288628641452682,0.0734835403553723,0.0,54071,1.17,0.0,0.255,2
EMP01071,Deepak Singh,56,26,Sales,85000,3500,5100,1819,1398,73183,0,10415,15126,3918,3178,32637,16028,4676,Medium,0.4459642266646625,0.2190126122186846,0.0638946203353237,0.2066873454217509,40546,0.49,0.178,0.292,1
EMP01072,Simran Dubey,29,4,Marketing,54851,1076,3291,943,1852,47689,10071,5774,0,4107,2121,22073,11964,3169,Medium,0.4628530688418713,0.250875463943467,0.0664513829184927,0.0,25616,0.54,0.0,0.265,1
EMP01073,Parth Kulkarni,22,1,IT,80499,3050,4830,1445,1486,69688,0,6548,2166,6471,3798,18983,21019,5571,High,0.2723998392836643,0.3016157731603719,0.079942027321777,0.0310813913442773,50705,1.11,0.027,0.265,2
EMP01074,Jyoti Sandhu,39,15,IT,115691,7354,6941,3689,1418,96289,28048,14643,16970,6999,5442,72102,11789,2522,Low,0.7488082750885355,0.1224335074619115,0.0261919845465214,0.1762402766671167,24187,0.16,0.147,0.214,0
EMP01075,Dev Deshmukh,26,4,Finance,82098,3210,4926,1213,1665,71084,4074,7629,0,4802,5822,22327,3469,770,Medium,0.3140931855269822,0.0488014180406279,0.0108322547971414,0.0,48757,0.16,0.0,0.222,1
EMP01076,Charu Pradhan,48,16,IT,117774,7666,7066,3527,2129,97386,20898,12960,11597,5868,5030,56353,10926,14369,Medium,0.5786560696609369,0.1121927176390857,0.147546875320888,0.1190828250467213,41033,0.19,0.098,1.315,1
EMP01077,Gaurav Chopra,52,35,Data Science,170000,17500,10200,3304,1399,137597,32730,16637,23551,11392,6707,91017,17367,5292,Medium,0.6614751775111376,0.1262164146020625,0.038460140846094,0.1711592549256161,46580,0.19,0.139,0.305,1
EMP01078,Sonia Rajput,37,15,Operations,80000,3000,4800,1352,1320,69528,18664,11134,0,1708,4243,35749,3258,1089,Medium,0.5141669543205615,0.0468588194684156,0.0156627545736969,0.0,33779,0.09,0.0,0.334,1
EMP01079,Manish Tayal,28,5,Sales,49751,821,2985,1151,1953,42841,0,4481,4940,4472,2293,16186,10065,3227,Medium,0.3778156438925328,0.234938493499218,0.0753250390980602,0.1153101001377185,26655,0.62,0.099,0.321,1
EMP01080,Shreya Shukla,45,16,Operations,77178,2718,4631,1425,2220,66184,5097,11412,0,10230,5783,32522,6339,3169,Medium,0.4913876465611024,0.0957784358757403,0.0478816632418711,0.0,33662,0.19,0.0,0.5,1
EMP01081,Shivam Dhruv Iyer,39,17,Cyber Security,150854,13504,9051,2211,2485,123603,24891,15480,0,2691,4063,47125,40172,7070,Medium,0.3812609726301141,0.3250082926789803,0.0571992589176638,0.0,76478,0.85,0.0,0.176,1
EMP01082,Rupal Gupta,60,29,Marketing,90000,4000,5400,1463,1370,77767,21661,14700,5395,4908,4576,51240,11473,3548,Medium,0.6588913035092006,0.1475304435043141,0.0456234649658595,0.0693738989545694,26527,0.22,0.06,0.309,1
EMP01083,Sakshi Bhatia,22,2,Customer Support,36445,156,2187,891,1521,31690,8061,3159,0,1999,2208,15427,1535,698,Medium,0.4868097191543074,0.0484379930577469,0.0220258756705585,0.0,16263,0.1,0.0,0.454,1
EMP01084,Rupal Sabharwal,31,5,Customer Support,38489,258,2309,949,1055,33918,10716,5641,0,3653,2031,22041,2949,1681,Medium,0.6498319476384221,0.086944984963736,0.0495607052302612,0.0,11877,0.13,0.0,0.57,1
EMP01085,Vihaan Bhatia,31,5,Operations,56972,1182,3418,764,2039,49569,17357,8232,0,7465,5173,38227,2310,1450,Low,0.771187637434687,0.0466017067118562,0.0292521535637192,0.0,11342,0.06,0.0,0.627,0
EMP01086,Vivaan Khanna,27,7,Data Science,107603,6140,6456,3090,1165,90752,23001,7778,3909,7459,5153,47300,14609,16905,High,0.521200634696756,0.1609771685472496,0.1862768864598025,0.0430734308885754,43452,0.31,0.036,1.157,2
EMP01087,Aarav Ashish Kapoor,45,15,Operations,73295,2330,4398,1686,1169,63712,0,8208,19432,3906,4370,35916,170,85,Low,0.5637242591662481,0.0026682571572074,0.0013341285786037,0.3049974886991461,27796,0.0,0.265,0.497,0
EMP01088,Vaishnavi Chaudhary,46,23,Finance,119069,7860,7144,3540,1846,98679,0,13598,28484,5084,4989,52155,22783,4467,Medium,0.5285319064846624,0.2308799237933096,0.0452679901498799,0.2886531075507453,46524,0.44,0.239,0.196,1
EMP01089,Saloni Naidu,50,16,HR,58436,1255,3506,719,1125,51831,0,6837,13171,2304,2426,24738,7001,11979,Medium,0.4772819355212132,0.1350736045995639,0.2311165132835561,0.2541143331211051,27093,0.28,0.225,1.711,1
EMP01090,Vidhi Rawat,27,6,Sales,57871,1227,3472,966,1131,51075,10917,8804,0,3016,2347,25084,11606,2254,Medium,0.4911209006363191,0.2272344591287322,0.0441311796377875,0.0,25991,0.46,0.0,0.194,1
EMP01091,Garima Mishra,44,21,Finance,112220,6833,6733,2706,1490,94458,29803,14583,3038,13410,7080,67914,3720,3253,Low,0.7189862160960427,0.0393825827351838,0.0344385864617078,0.0321624425670668,26544,0.05,0.027,0.874,0
EMP01092,Nikita Charu Srivastava,35,5,Operations,57766,1222,3466,780,1663,50635,12788,6060,0,3998,3679,26525,397,149,Medium,0.5238471413054212,0.0078404265824034,0.0029426286165695,0.0,24110,0.01,0.0,0.374,1
EMP01093,Yuvraj Reddy,55,33,Customer Support,60000,1333,3600,1678,1130,52259,0,8652,16208,1504,2587,28951,15591,1891,Medium,0.5539907001664786,0.2983409556248684,0.0361851547101934,0.3101475343959892,23308,0.54,0.27,0.121,1
EMP01094,Tanvi Harsh Bajaj,29,2,Operations,55574,1112,3334,1034,1463,48631,0,6619,596,2405,1274,10894,21097,2979,Medium,0.2240134893380765,0.4338179350619975,0.0612572227591454,0.0122555571549011,37737,1.94,0.011,0.141,1
EMP01095,Payal Thomas,35,5,Finance,83215,3322,4993,1680,1112,72108,18466,11067,0,4366,3773,37672,13582,4394,Medium,0.5224385643756587,0.1883563543573528,0.0609363732179508,0.0,34436,0.36,0.0,0.323,1
EMP01096,Tarun Sonali Gupta,37,11,Cyber Security,126786,9018,7607,3887,1456,104818,8608,14572,9719,5183,4162,42244,24326,9501,Medium,0.4030223816520063,0.2320784598065217,0.0906428285218187,0.0927226239767978,62574,0.58,0.077,0.391,1
EMP01097,Mansi Daga,22,3,IT,82663,3266,4960,1980,1838,70619,17089,9850,8289,8064,3425,46717,8398,3107,Medium,0.6615358472932213,0.1189198374375168,0.0439966581231679,0.1173763434769679,23902,0.18,0.1,0.37,1
EMP01098,Sneha Nagpal,58,28,Sales,85000,3500,5100,1425,1949,73026,0,9885,18147,4498,4326,36856,14745,5293,Medium,0.5046969572481034,0.2019143866568071,0.0724810341522197,0.2485005340563635,36170,0.4,0.213,0.359,1
EMP01099,Kunal Daga,54,35,Product Management,220000,31000,13200,2246,1341,172213,13525,24650,0,8106,7653,53934,29565,50714,High,0.3131819316776317,0.1716769349584526,0.2944841562483668,0.0,118279,0.55,0.0,1.715,2
EMP01100,Atharv Khandelwal,53,26,Cyber Security,180000,20000,10800,2489,1690,145021,0,14244,26698,14566,6846,62354,39150,8684,Medium,0.4299653153681191,0.2699609022141621,0.0598809827542218,0.1840974755380255,82667,0.63,0.148,0.222,1
EMP01101,Manish Komal Khurana,29,5,Customer Support,39407,304,2364,820,1422,34497,7160,5717,2890,1673,2096,19536,6557,1316,Medium,0.5663101139229498,0.1900744992318172,0.0381482447749079,0.0837754007594863,14961,0.34,0.073,0.201,1
EMP01102,Pooja Singh,22,2,Operations,53259,996,3196,871,1231,46965,0,4717,0,3380,2536,10633,11115,13281,High,0.2264026402640264,0.2366656020440753,0.2827850526988182,0.0,36332,1.05,0.0,1.195,2
EMP01103,Sonia More,48,21,IT,135212,10376,8113,2250,1191,113282,12429,18066,0,16801,9909,57205,13863,7468,Medium,0.5049787256580922,0.1223760173725746,0.0659239773309087,0.0,56077,0.24,0.0,0.539,1
EMP01104,Rahul Khandelwal,36,9,Product Management,152977,13929,9179,3581,1141,125147,0,18494,25494,4693,6340,55021,45540,4032,Medium,0.4396509704587405,0.3638920629339896,0.0322181115008749,0.2037124341774073,70126,0.83,0.167,0.089,1
EMP01105,Dhruv Khurana,49,24,Data Science,167359,16840,10042,2412,1929,136136,0,23694,36788,6007,6598,73087,5844,1237,Low,0.5368675442204854,0.0429276605747193,0.0090865017335605,0.2702297702297702,63049,0.08,0.22,0.212,0
EMP01106,Rashmi Tomar,44,15,IT,119139,7871,7148,3141,1630,99349,0,17017,27508,6939,5248,56712,17463,6167,Low,0.5708361432928364,0.1757742906320144,0.0620741024066674,0.2768825051082547,42637,0.31,0.231,0.353,0
EMP01107,Komal Sahu,42,17,Data Science,146009,12535,8761,2201,2175,120337,0,16955,31486,6049,5508,59998,26579,6739,Medium,0.4985831456659215,0.2208713861904485,0.0560010636795,0.2616485370251876,60339,0.44,0.216,0.254,1
EMP01108,Pooja Agarwal,34,10,Customer Support,49730,820,2984,1181,1481,43264,0,4200,11992,3324,1022,20538,15714,1657,Medium,0.4747133875739645,0.3632119082840236,0.0382997411242603,0.2771819526627219,22726,0.77,0.241,0.105,1
EMP01109,Pooja Mukherjee,47,20,Operations,86801,3680,5208,1738,953,75222,0,11568,22543,1996,6117,42224,1852,1384,Low,0.5613251442397171,0.0246204567812608,0.0183988726702294,0.2996862619978198,32998,0.04,0.26,0.747,0
EMP01110,Nikita Yadav,25,1,Sales,45000,583,2700,1074,1821,38822,9204,4599,0,4519,2156,20478,8190,1873,Medium,0.5274844160527536,0.2109628561125135,0.0482458399876358,0.0,18344,0.4,0.0,0.229,1
EMP01111,Rajat Jadhav,33,7,Data Science,116754,7513,7005,3348,1148,97740,0,8116,21941,5543,3169,38769,37866,3459,Medium,0.3966543891958257,0.3874155923879681,0.0353898096992019,0.2244833231021076,58971,0.98,0.188,0.091,1
EMP01112,Sanya Ahuja,45,18,HR,67356,1736,4041,2028,1208,58343,0,11340,14548,4659,3488,34035,8689,2937,Low,0.5833604716932622,0.1489296059510138,0.0503402293334247,0.249352964365905,24308,0.26,0.216,0.338,0
EMP01113,Vikram Saini,53,28,Finance,127605,9141,7656,3683,1555,105570,0,17087,0,7131,6539,30757,35977,7793,High,0.291342237378043,0.3407881026806858,0.0738183195983707,0.0,74813,1.17,0.0,0.217,2
EMP01114,Rohit Porwal,36,18,Customer Support,50933,880,3056,1137,1508,44352,9920,7447,0,1459,2604,21430,10,582,Medium,0.4831800144300144,0.0002254689754689,0.0131222943722943,0.0,22922,0.0,0.0,52.909,1
EMP01115,Sonia Porwal,60,31,Data Science,170000,17500,10200,2647,1679,137974,30976,19891,9404,8961,5566,74798,13200,29931,High,0.5421166306695464,0.0956701987330946,0.2169321756272921,0.0681577688550016,63176,0.18,0.055,2.267,2
EMP01116,Namrata Manish Verma,39,14,HR,57495,1208,3450,1088,1083,50666,0,6355,0,1489,1974,9818,27957,2793,High,0.1937788655113883,0.5517901551336202,0.0551257253384913,0.0,40848,2.85,0.0,0.1,2
EMP01117,Arjun Jain,22,1,Sales,45707,619,2742,756,1071,40519,10185,5431,1640,3407,1646,22309,8856,1961,Medium,0.5505812088156173,0.2185641304079567,0.0483970482983291,0.0404748389644364,18210,0.4,0.036,0.221,1
EMP01118,Nandini Khanna,36,11,Marketing,73682,2368,4421,2127,999,63767,16349,10812,0,3119,3220,33500,1314,978,Medium,0.5253501027177067,0.0206062697006288,0.0153370865808333,0.0,30267,0.04,0.0,0.744,1
EMP01119,Vihaan Bose,33,10,IT,100672,5101,6040,3334,1858,84339,24703,15244,0,6098,5102,51147,13231,3151,Medium,0.6064454167111301,0.1568787868008869,0.0373611259322496,0.0,33192,0.26,0.0,0.238,1
EMP01120,Reema Tayal,44,28,Finance,128247,9237,7695,3766,1852,105697,24494,15440,0,5386,4233,49553,22324,6682,Medium,0.4688212532049159,0.2112075082547281,0.063218445178198,0.0,56144,0.45,0.0,0.299,1
EMP01121,Monika Tiwari,49,26,Marketing,89745,3974,5385,1377,1260,77749,0,12955,21782,3943,4679,43359,805,1013,Low,0.5576791984462822,0.0103538309174394,0.0130291064836846,0.2801579441536225,34390,0.02,0.243,1.257,0
EMP01122,Ishaan Pawar,37,17,Sales,74929,2493,4496,1543,1889,64508,15115,8668,0,4594,3932,32309,7480,13752,High,0.500852607428536,0.1159546102808953,0.2131828610404911,0.0,32199,0.23,0.0,1.838,2
EMP01123,Ravi Fernandes,55,38,Customer Support,60000,1333,3600,1498,1126,52443,14253,8413,0,8194,3497,34357,2477,1768,Low,0.6551303319794824,0.0472322330911656,0.0337127929370936,0.0,18086,0.07,0.0,0.713,0
EMP01124,Aditi Ashish Jain,46,22,Data Science,149966,13327,8998,3732,1275,122634,0,16404,0,3935,5991,26330,49781,7156,High,0.2147039157166854,0.4059314708808323,0.0583524960451424,0.0,96304,1.89,0.0,0.144,2
EMP01125,Bhavna Aditya Mundra,32,12,HR,56497,1158,3390,999,1156,49794,14165,7922,0,7607,2984,32678,3289,2411,Low,0.6562638068843636,0.0660521347953568,0.048419488291762,0.0,17116,0.1,0.0,0.733,0
EMP01126,Kavya Rajput,31,7,IT,101038,5156,6062,3106,1837,84877,0,7915,15292,7029,3179,33415,14884,19158,Medium,0.3936873357917928,0.1753596380644933,0.2257148579709462,0.1801665940125122,51462,0.45,0.151,1.287,1
EMP01127,Krishna Saini,27,4,Operations,53086,988,3185,703,1926,46284,13199,7599,1516,3383,2747,28444,7455,1970,Medium,0.6145536254429176,0.161070780399274,0.0425633048137585,0.0327542995419583,17840,0.26,0.029,0.264,1
EMP01128,Divya Trivedi,39,8,Sales,59630,1315,3578,1047,1070,52620,0,8302,17421,8623,4488,38834,2302,1231,Low,0.7380083618396047,0.043747624477385,0.0233941467122767,0.3310718358038768,13786,0.06,0.292,0.535,0
EMP01129,Rishabh Megha Bhardwaj,42,16,Data Science,133604,10054,8016,2205,1866,111463,0,17800,33046,5450,6519,62815,19849,4670,Medium,0.5635502364013171,0.1780770300458448,0.0418973112153808,0.2964750634739779,48648,0.32,0.247,0.235,1
EMP01130,Pooja Ghosh,48,28,IT,150000,13333,9000,3636,1749,122282,0,21127,25840,6530,6444,59941,22575,8744,Medium,0.4901866178178309,0.1846142523020559,0.071506844834072,0.2113148296560409,62341,0.38,0.172,0.387,1
EMP01131,Vivaan Shubham Shetty,28,2,Customer Support,36136,140,2168,1146,2111,30571,0,3067,6075,2226,1292,12660,11184,1546,Medium,0.4141179549246017,0.3658369042556671,0.050570802394426,0.1987177390337247,17911,0.88,0.168,0.138,1
EMP01132,Yash Soni,45,21,Sales,75271,2527,4516,1814,1803,64611,19304,11403,0,8925,4398,44030,3372,2727,Medium,0.6814629087926205,0.0521892556994939,0.0422064354366903,0.0,20581,0.08,0.0,0.808,1
EMP01133,Lakshay Bhardwaj,47,16,IT,118079,7712,7085,2251,1988,99043,26363,11817,0,9009,4685,51874,21373,6262,Medium,0.5237523096028998,0.2157951596781196,0.0632250638611512,0.0,47169,0.41,0.0,0.293,1
EMP01134,Charu Tomar,46,16,Cyber Security,141937,11721,8516,2619,1084,117997,31205,19579,14853,7164,5717,78518,15161,5109,Low,0.665423697212641,0.1284863174487487,0.0432977109587531,0.1258760815952948,39479,0.19,0.105,0.337,0
EMP01135,Parth Purohit,56,35,Data Science,170000,17500,10200,2841,2225,137234,0,16767,47129,2493,3518,69907,36624,6702,Medium,0.5094000029147295,0.2668726408907413,0.0488362942128044,0.3434207266420858,67327,0.52,0.277,0.183,1
EMP01136,Khushi Shukla,36,9,Marketing,65773,1622,3946,2170,1305,56730,11996,7305,3809,5389,3074,31573,9114,3131,Medium,0.5565485633703507,0.160655737704918,0.055191256830601,0.067142605323462,25157,0.29,0.058,0.343,1
EMP01137,Riya Iyer,30,6,IT,91838,4184,5510,1316,1946,78882,25876,13817,0,11570,5724,56987,4083,3374,Low,0.7224335082781876,0.051760857990416,0.0427727491696458,0.0,21895,0.07,0.0,0.826,0
EMP01138,Ayush Reddy,60,23,Finance,117376,7606,7043,3948,1835,96944,0,12112,0,4787,3219,20118,45981,6576,Medium,0.2075218682950982,0.4743047532596138,0.0678329757385707,0.0,76826,2.29,0.0,0.143,1
EMP01139,Amit Jadhav,42,21,Operations,86121,3612,5167,1672,1997,73673,14853,9573,9489,2666,1603,38184,21818,3270,Medium,0.5182902827358734,0.2961464851438111,0.0443853243386315,0.1287988815441206,35489,0.57,0.11,0.15,1
EMP01140,Abhishek Pallavi Wadhwa,59,23,Finance,114175,7126,6850,3223,1868,95108,0,11313,0,2268,4181,17762,51084,4575,Medium,0.1867561088446818,0.5371157000462632,0.0481032089834714,0.0,77346,2.88,0.0,0.09,1
EMP01141,Ishita Khandelwal,52,38,Finance,130000,9500,7800,3433,1551,107716,0,14530,23507,6286,5901,50224,18573,17392,Medium,0.4662631363957072,0.172425637788258,0.1614616213004567,0.2182312748338222,57492,0.37,0.181,0.936,1
EMP01142,Rishabh Khurana,29,3,HR,42367,452,2542,1166,1155,37052,8904,4713,0,3811,2516,19944,8306,2052,Medium,0.5382705387023643,0.2241714347403648,0.0553816258231674,0.0,17108,0.42,0.0,0.247,1
EMP01143,Akash Sabharwal,53,35,Operations,95000,4500,5700,2030,1791,80979,0,13331,22215,2277,3372,41195,1550,1483,Low,0.5087121352449401,0.0191407648896627,0.0183133898912063,0.2743303819508761,39784,0.04,0.234,0.956,0
